adhel.fid--769d7d03_15f12ebc69c_27b4|303|POINT (-70.41209 -31.760056)|HPS|||HP|PACHÓN/HELIPUERTO PACHÓN MINERA S.A.|" 31°45'36""S  70°24'44""W"|3600|M|0|Lindando|Pachón|PRIVADO|NOCONTROL|RANO|OK|SAMF||NTL||0|0|SAN JUAN|0
adhel.fid--769d7d03_15f12ebc69c_27b5|313|POINT (-58.421945 -34.59703)|HSG|||HP|BUENOS AIRES/SANATORIO GÜEMES|" 34°35'49""S  58°25'19""W"|82|M|0|Lindando|Facundo Acuña de Figueroa y Av. Córdoba|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|CIUDAD AUTÓNOMA DE BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27b6|124|POINT (-58.98268000000001 -37.346779999999995)|DIO|||AD|TANDIL/COMANDANTE EDUARDO A. OLIVERO|" 37°20'48""S  58°58'58""W"|193|M|15|ESE|Tandil|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27b7|48|POINT (-62.00808999999998 -30.73091000000001)|BOE|||AD|MORTEROS/AEROBOERO|" 30°43'51""S  62° 0'29""W"|96|M|1|S|Morteros|PUBLICO|NOCONTROL|RANO|OK|SACF||NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27b8|701|POINT (-62.45231388888889 -37.523044444444444)|PSA|||AD|PIGÜÉ/SERVICIOS AERONÁUTICOS|" 37°31'23""S  62°27' 8""W"|247|M|9|NNO|Pigüé|PRIVADO|NOCONTROL|RACE||SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27b9|388|POINT (-61.30217 -34.94464)|LNV|||AD|LINCOLN/LA NUEVA|" 34°56'41""S  61°18' 8""W"|75|M|22|SE|Lincoln|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27ba|67|POINT (-61.36820999999999 -35.56915000000001)|CCM|||AD|CARLOS CASARES/MALATINI|" 35°34' 9""S  61°22' 6""W"|82|M|6|N|Carlos Casares|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27bb|722|POINT (-63.74818 -30.75769)|CDL|||AD|CAÑADA DE LUQUE/BIONDI|" 30°45'28""S  63°44'53""W"|249|M|3|SW|Cañada de Luque|PRIVADO|NOCONTROL|RANO||SACF|AEROAPP|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27bc|233|POINT (-64.439904 -32.229454)|HCN|||HP|EMBALSE/CENTRAL NUCLEAR|" 32°13'46""S  64°26'24""W"|530|M|0|SE|Embalse|PRIVADO|NOCONTROL|RANO|OK|SACF|CIVIL|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27bd|617|POINT (-57.3672222222222 -35.3994444444444)|VNA|||AD|VERÓNICA|" 35°23'58""S  57°22' 2""W"|17|M|2.5|SO|Verónica|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27be|532|POINT (-61.86957999999999 -34.801390000000005)|SEZ|||AD|GENERAL PINTO/ALFREDO SANCHEZ|" 34°48' 5""S  61°52'10""W"|100|M|6|SE|General Pinto|PRIVADO|NOCONTROL|RACE|SIN IDENTIFICACION VISUAL|SAEF|AEROAPP|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27bf|571|POINT (-62.4694444444444 -35.4252777777778)|TEJ|||AD|CARLOS TEJEDOR|" 35°25'31""S  62°28'10""W"|94|M|5|SO|Carlos Tejedor|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27c0|54|POINT (-60.4819444444444 -35.1452777777778)|BRA|||AD|BRAGADO|" 35° 8'43""S  60°28'55""W"|60|M|2|SSE|Bragado|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27c1|373|POINT (-65.1475 -31.9475)|LDR|SAOD|VDR|AD|VILLA DOLORES|" 31°56'51""S  65° 8'51""W"|563|M|0|Lindando|Cordoba|PUBLICO|AERADIO|RANO|OK|SACF||NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27c2|395|POINT (-59.12727000000001 -34.643599999999985)|LVM|||AD|LUJÁN/EA. VILLA MARÍA|" 34°38'37""S  59° 7'38""W"|32|M|9|S|Luján|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27c3|271|POINT (-59.045919 -34.557353)|HLH|||HP|LUJÁN/HOMAQ|" 34°33'26""S  59° 2'45""W"|24|M|6|N|Luján|PRIVADO|NOCONTROL|RACE|SIN IDENTIFICACION VISUAL|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27c4|123|POINT (-59.22858611111113 -37.234377777777766)|DIL|SAZT|TDL|AD|TANDIL/HÉROES DE MALVINAS|" 37°14' 4""S  59°13'43""W"|175|M|13|NO|Tandil|PUBLICO|CONTROL|RACE|OK|SAEF||NTL|DNCTA|1|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27c5|466|POINT (-65.24727 -24.314670000000003)|PDA|||AD|JUJUY/PUERTA DE AVALOS|" 24°18'53""S  65°14'50""W"|1190|M|14|SSE|San Salvador de Jujuy|PUBLICO|NOCONTROL|RANO|OK|SACF|CIVIL|NTL||0|0|JUJUY|0
adhel.fid--769d7d03_15f12ebc69c_27c6|702|POINT (-59.76197 -35.738510000000005)|SAB|||AD|SALADILLO/ABELENDA|" 35°44'19""S  59°45'43""W"|39|M|9|SSE|Saladillo|PRIVADO|NOCONTROL|RACE||SAEF|AEROAPP|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27c7|529|POINT (-59.816759999999995 -35.60438999999999)|SDL|||AD|SALADILLO|" 35°36'16""S  59°49' 0""W"|45|M|4|NE|Saladillo|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27c8|400|POINT (-57.1363888888889 -37.0386111111111)|MAD|||AD|GENERAL MADARIAGA|" 37° 2'19""S  57° 8'11""W"|7|M|4|S|General Juan Madariaga|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27c9|151|POINT (-59.53520999999998 -30.047619999999988)|ESN|||AD|ESQUINA|" 30° 2'51""S  59°32' 7""W"|39|M|4|S|Esquina|PUBLICO|NOCONTROL|RANE|OK|SARR|CIVIL|NTL||0|0|CORRIENTES|0
adhel.fid--769d7d03_15f12ebc69c_27ca|333|POINT (-63.61052000000001 -35.18862)|IAA|||AD|INTENDENTE ALVEAR/AZCARATE IRATORSA|" 35°11'19""S  63°36'38""W"|127|M|5|NNO|Intendente Alvear|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|LA PAMPA|0
adhel.fid--769d7d03_15f12ebc69c_27cb|514|POINT (-59.191460000000006 -32.32953999999999)|ROT|||AD|ROSARIO DEL TALA|" 32°19'46""S  59°11'29""W"|54|M|4|SO|Rosario del Tala|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|ENTRE RÍOS|0
adhel.fid--769d7d03_15f12ebc69c_27cc|538|POINT (-68.5472222222222 -31.6030555555556)|SJA|||AD|SAN JUAN/AEROCLUB|" 31°36'11""S  68°32'50""W"|634|M|7|S|San Juan|PUBLICO|NOCONTROL|RANO|OK|SAMF|CIVIL|NTL||0|0|SAN JUAN|0
adhel.fid--769d7d03_15f12ebc69c_27cd|27|POINT (-60.59756 -33.046910000000004)|AVA|||AD|ALVEAR/AEROPARQUE ROSARIO|" 33° 2'49""S  60°35'51""W"|26|M|2.5|ENE|Alvear|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_27ce|49|POINT (-60.666170000000015 -33.32404000000002)|BOG|||AD|CORONEL BOGADO/FUMIGACIONES CAMPAGNUCCI|" 33°19'27""S  60°39'58""W"|48|M|6|O|Coronel Bogado|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_27cf|180|POINT (-61.64441000000002 -27.478449999999984)|GDO|||AD|GANCEDO/PULVERIZACIONES.M.H.|" 27°28'42""S  61°38'40""W"|97|M|3|E|Gancedo|PRIVADO|NOCONTROL|RANO|DESPLAZADO|SACF|AEROAPP|NTL||0|0|CHACO|0
adhel.fid--769d7d03_15f12ebc69c_27d0|126|POINT (-57.7205555555556 -36.32)|DOL|SAZD||AD|DOLORES|" 36°19'12""S  57°43'14""W"|10|M|4|O|Dolores|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27d1|387|POINT (-71.17678 -41.09725000000001)|LNH|||AD|LAGO NAHUEL HUAPI|" 41° 5'50""S  71°10'36""W"|780|M|11|ENE|San Carlos de Bariloche|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|RÍO NEGRO|0
adhel.fid--769d7d03_15f12ebc69c_27d2|469|POINT (-61.85748000000003 -35.84450999999999)|PEH|SAZP|PEH|AD|PEHUAJÓ/COM. PEDRO ZANNI|" 35°50'40""S  61°51'27""W"|85|M|5|SE|Pehuajó|PUBLICO|CONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27d3|42|POINT (-72.22033999999998 -51.60502000000002)|BIO|SAWT|RYO|AD|EL TURBIO/28 DE NOVIEMBRE|" 51°36'18""S  72°13'13""W"|273|M|10|ONO|El Turbio|PUBLICO|AERADIO|RASU|OK|SAVF|CIVIL|NTL||1|0|SANTA CRUZ|0
adhel.fid--769d7d03_15f12ebc69c_27d4|495|POINT (-61.01764999999998 -33.007700000000014)|PUP|||AD|PUJATO/PETTILEP|" 33° 0'28""S  61° 1' 4""W"|61|M|3|E|Pujato|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_27d5|169|POINT (-64.37972999999998 -30.379339999999992)|FUN|||AD|DEAN FUNES|" 30°22'46""S  64°22'47""W"|689|M|4.5|NNO|Dean Funes|PUBLICO|NOCONTROL|RANO|OK|SACF|CIVIL|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27d6|340|POINT (-54.473540000000014 -25.73721999999999)|IGU|SARI|IGR|AD|CATARATAS DEL  IGUAZÚ/MY. D. CARLOS EDUARDO KRAUSE|" 25°44'14""S  54°28'25""W"|279|M|18|SSE|Cataratas del Iguazú|PUBLICO|CONTROL|RANE|OK|SARR|CIVIL|INTL|EANA|1|1|MISIONES|0
adhel.fid--769d7d03_15f12ebc69c_27d7|22|POINT (-70.81282 -45.01320000000001)|ARS|SAVR|ARR|AD|ALTO RÍO SENGUERR/D. C. SZLAPELIS|" 45° 0'48""S  70°48'46""W"|697|M|3|N|Alto Río Senguerr|PUBLICO|AERADIO|RASU|OK|SACF|CIVIL|NTL||0|0|CHUBUT|0
adhel.fid--769d7d03_15f12ebc69c_27d8|509|POINT (-70.2444444444444 -45.7038888888889)|RMY|SAWM|ROY|AD|RÍO MAYO|" 45°42'14""S  70°14'40""W"|544|M|3|S|Río Mayo|PUBLICO|AERADIO|RASU|OK|SAVF||NTL||0|0|CHUBUT|0
adhel.fid--769d7d03_15f12ebc69c_27d9|565|POINT (-61.88934000000001 -37.44609)|SUZ|SAZC|CSZ|AD|CORONEL SUÁREZ/BRIG. D. H. E.  RUIZ|" 37°26'46""S  61°53'22""W"|234|M|3|ENE|Coronel Suárez|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27da|292|POINT (-58.393835 -34.63098)|HNP|||HP|BUENOS AIRES/HOSPITAL NACIONAL DE PEDIATRÍA PROF. JUAN GARRAHAM|" 34°37'52""S  58°23'38""W"|39|M|0|Lindando|Av. Juan de Garay y Pichincha|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|CIUDAD AUTÓNOMA DE BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27db|384|POINT (-70.33669999999998 -38.53827999999998)|LLJ|||AD|LAS LAJAS|" 38°32'18""S  70°20'12""W"|850|M|3|SE|Las Lajas|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|NEUQUÉN|0
adhel.fid--769d7d03_15f12ebc69c_27dc|633|POINT (-65.61 -39.2863888888889)|OEL|||AD|CHOELE CHOEL|" 39°17'11""S  65°36'36""W"|196|M|3.5|E|Choele Choel|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|RÍO NEGRO|0
adhel.fid--769d7d03_15f12ebc69c_27dd|1|POINT (-64.61350999999998 -37.40163999999998)|ACH|||AD|GENERAL ACHA|" 37°24' 6""S  64°36'49""W"|277|M|3|SO|General Acha|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|LA PAMPA|0
adhel.fid--769d7d03_15f12ebc69c_27de|277|POINT (-58.863589 -34.404632)|HLT|||HP|VILLA ROSA/LAS CHACRITAS|" 34°24'17""S  58°51'49""W"|19.66|M|1.5|NNE|Villa Rosa|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27df|547|POINT (-60.28677999999999 -34.306499999999986)|SLT|||AD|SALTO|" 34°18'23""S  60°17'12""W"|59|M|3|O|Salto|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27e0|406|POINT (-62.434739999999984 -32.93173)|MBF|||AD|MONTE BUEY/PEDRO FERRARI|" 32°55'54""S  62°26' 5""W"|108|M|2|ESE|Monte Buey|PUBLICO|NOCONTROL|RANO|OK|SACF||NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27e1|41|POINT (-60.57883999999997 -35.331469999999996)|BHT|||AD|BRAGADO/HARAS TRELLIRIS|" 35°19'53""S  60°34'44""W"|60|M|12|S|Bragado|PRIVADO|NOCONTROL|RACE|CERRADO|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27e2|453|POINT (-60.2763888888889 -36.9633333333333)|OLC|||AD|OLAVARRÍA/AEROCLUB|" 36°57'48""S  60°16'35""W"|185|M|10|SSE|Olavarría|PUBLICO|NOCONTROL|RACE|CERRADO|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27e3|300|POINT (-58.972486 -34.433128)|HPI|||HP|PILAR GOLF/PIERO VARA|" 34°25'59""S  58°58'21""W"|12|M|6|ONO|Pilar|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27e4|463|POINT (-62.9802777777778 -40.7780555555556)|PAT|||AD|CARMEN DE PATAGONES|" 40°46'41""S  62°58'49""W"|40|M|1.5|N|Carmen de Patagones|PUBLICO|NOCONTROL|RASU|OK|SAVF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27e5|436|POINT (-58.0519444444444 -35.5422222222222)|MUS|||AD|CHASCOMÚS|" 35°32'32""S  58° 3' 7""W"|10|M|5|NO|Chascomús|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27e6|112|POINT (-59.6944444444444 -34.0402777777778)|CSP|||AD|CAPITÁN SARMIENTO/SAN PATRICIO|" 34° 2'25""S  59°41'40""W"|45|M|16.7|NNE|Capitán Sarmiento|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27e7|317|POINT (-60.249353 -33.358932)|HSN|||HP|SAN NICOLÁS DE LOS ARROYOS/MIGUEL COLOMBISE|" 33°21'32""S  60°14'58""W"|27|M|2.7|SO|Estación FFCC local|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27e8|249|POINT (-68.266107 -53.32299)|HEN|||HP|BAHÍA SAN SEBASTIÁN/PLANTA CRUZ DEL SUR|" 53°19'23""S  68°15'58""W"|53|M|64|NO|Río Grande|PRIVADO|NOCONTROL|RASU|OK|SAVF|CIVIL|NTL||0|0|TIERRA DEL FUEGO ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR|0
adhel.fid--769d7d03_15f12ebc69c_27e9|195|POINT (-58.08579999999998 -35.09555999999999)|GOZ|||AD|GÓMEZ|" 35° 5'44""S  58° 5' 9""W"|19|M|8|SE|Gómez|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27ea|162|POINT (-59.1005555555556 -36.0663888888889)|FLO|||AD|LAS FLORES|" 36° 3'59""S  59° 6' 2""W"|34|M|5|S|Las Flores|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27eb|209|POINT (-64.716543 -32.689893)|HAC|||HP|ALPA CORRAL/JUAN Y LUCI|" 32°41'24""S  64°42'60""W"|733|M|0|SO|Alpa Corral|PRIVADO|NOCONTROL|RANO|SIN IDENTIFICACION VISUAL|SACF|CIVIL|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27ec|293|POINT (-64.397768 -31.633061)|HOB|||HP|ALTA GRACIA/ORESTE BERTA|" 31°37'59""S  64°23'52""W"|570|M|3.5|NE|Alta Gracia|PRIVADO|NOCONTROL|RANO|SIN IDENTIFICACION VISUAL|SACF|CIVIL|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27ed|16|POINT (-62.46787000000001 -34.830569999999994)|AME|||AD|AMEGHINO/SIGFRIDO ROHR|" 34°49'50""S  62°28' 4""W"|110|M|2|N|Florentino Ameghino|PRIVADO|NOCONTROL|RACE|SIN IDENTIFICACION VISUAL|SAEF|AEROAPP|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27ee|330|POINT (-58.505501 -34.557728)|HVM|||HP|VILLA MARTELLI/CITEFA|" 34°33'28""S  58°30'20""W"|17|M|0|Lindando|Zufriategui,Mansi y Gral. Paz|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27ef|17|POINT (-62.48266000000001 -34.84541)|AMG|||AD|AMEGHINO|" 34°50'43""S  62°28'58""W"|110|M|2.5|ONO|Florentino Ameghino|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27f0|334|POINT (-65.57207 -22.16194999999998)|IAC|SASQ||AD|LA QUIACA/DR. GUILLERMO EUGENIO SNOPEK|" 22° 9'43""S  65°34'19""W"|3480|M|6|SE|La Quiaca|PUBLICO|NOCONTROL|RANO|OK|SACF|CIVIL|NTL||0|0|JUJUY|0
adhel.fid--769d7d03_15f12ebc69c_27f1|26|POINT (-62.477090000000004 -34.81797000000001)|AUL|||AD|AMEGHINO/AUGUSTO LEGUIZAMÓN|" 34°49' 5""S  62°28'38""W"|109|M|3|NNO|Florentino Ameghino|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27f2|524|POINT (-61.202669999999976 -33.17624999999999)|SCF|||AD|SANFORD/CASILDA FUMIGACIONES|" 33°10'34""S  61°12'10""W"|79|M|9|SE|Casilda|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_27f3|421|POINT (-64.61700999999998 -33.61743000000002)|MLD|||AD|CORONEL MOLDES|" 33°37' 3""S  64°37' 1""W"|357|M|1.5|NNO|Coronel Moldes|PUBLICO|NOCONTROL|RANO|OK|SAMF|CIVIL|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27f4|31|POINT (-70.9480555555556 -46.5761111111111)|BAI|||AD|LAGO BUENOS AIRES|" 46°34'34""S  70°56'53""W"|387|M|2.5|NNO|Perito Moreno|PRIVADO|NOCONTROL|RASU|OK|SAVF|CIVIL|NTL||0|0|SANTA CRUZ|0
adhel.fid--769d7d03_15f12ebc69c_27f5|243|POINT (-71.16995 -39.815579)|HDL|||HP|JUNÍN DE LOS ANDES/CASA DE LATA|" 39°48'56""S  71°10'12""W"|982|M|12|N|Junín de los Andes|PRIVADO|NOCONTROL|RACE|SIN IDENTIFICACION VISUAL|SAEF|CIVIL|NTL||0|0|NEUQUÉN|0
adhel.fid--769d7d03_15f12ebc69c_27f6|662|POINT (-60.16088 -35.44931999999998)|MSA|||AD|VEINTICINCO DE MAYO/SERVICIOS AGROAÉREOS|" 35°26'58""S  60° 9'39""W"|50|M|2|SE|25 de Mayo|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27f7|501|POINT (-60.781680000000016 -32.827710000000025)|RDJ|||AD|RICARDONE/DON JOSÉ|" 32°49'40""S  60°46'54""W"|25|M|8|NE|Ricardone|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_27f8|541|POINT (-59.99069000000002 -30.555860000000003)|SJR|||AD|SAN JAVIER/AEROCLUB|" 30°33'21""S  59°59'26""W"|23|M|6.5|ONO|San Javier|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_27f9|626|POINT (-60.3275 -38.3855555555556)|YOS|SAZH|OYO|AD|TRES ARROYOS|" 38°23' 8""S  60°19'39""W"|122|M|5|SO|Tres Arroyos|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_27fa|522|POINT (-60.4516666666667 -31.8086111111111)|SBE|||AD|SAN BENITO|" 31°48'31""S  60°27' 6""W"|59|M|2.8|SSO|San Benito|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|ENTRE RÍOS|0
adhel.fid--769d7d03_15f12ebc69c_27fb|14|POINT (-61.8369444444444 -33.0077777777778)|ALT|||AD|CRUZ ALTA|" 33° 0'28""S  61°50'13""W"|97|M|2|O|Cruz Alta|PUBLICO|NOCONTROL|RACE|OK|SACF|CIVIL|NTL||0|0|CÓRDOBA|0
adhel.fid--769d7d03_15f12ebc69c_27fc|89|POINT (-61.9008333333333 -30.3166666666667)|SGV|||AD|SAN GUILLERMO/VERGNANO|" 30°19' 0""S  61°54' 3""W"|96|M|5|NNE|San Guillermo|PRIVADO|NOCONTROL|RANE|OK|SACF|AEROAPP|NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_27fd|420|POINT (-59.97805555555556 -29.36722222222222)|MLA|||AD|MALABRIGO|" 29°22' 2""S  59°58'41""W"|54|M|1.5|S|Malabrigo|PRIVADO|NOCONTROL|RANE|OK|SARR||NTL||0|0|SANTA FÉ|0
adhel.fid--769d7d03_15f12ebc69c_27fe|155|POINT (-58.399610000000024 -30.52042000000003)|EZA|||AD|LOS CONQUISTADORES/BUENA ESPERANZA|" 30°31'14""S  58°23'59""W"|75|M|8|NE|Los Conquistadores|PRIVADO|NOCONTROL|RANE|OK|SAEF||NTL||0|0|ENTRE RÍOS|0
adhel.fid--769d7d03_15f12ebc69c_27ff|536|POINT (-59.39154 -34.21122)|SHP|||AD|SAN ANTONIO DE ARECO/HARAS LA POMME|" 34°12'40""S  59°23'30""W"|28|M|6.5|NE|San Antonio de Areco|PRIVADO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2800|11|POINT (-62.52293000000002 -34.809419999999996)|ALC|||AD|AMEGHINO/LA CHACRA|" 34°48'34""S  62°31'23""W"|109|M|7|NO|Florentino Ameghino|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2801|645|POINT (-58.655755 -34.375231)|HVA|||HP|TIGRE/VILLA LA ÑATA|" 34°22'31""S  58°39'21""W"|3|M|8.6|NO|Estación FFCC Tigre|PRIVADO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2802|125|POINT (-61.55366 -35.27799)|DOF|||AD|MARTINEZ DE HOZ/FUMIGACIONES ORTEGA|" 35°16'41""S  61°33'13""W"|89|M|8|ENE|Coronel Martinez de Hoz|PRIVADO|NOCONTROL|RACE|OK|SAEF|AEROAPP|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2803|314|POINT (-59.449417 -34.448879)|HSH|||HP|SAN ANDRÉS DE GILES/HOSPITAL MUNICIPAL|" 34°26'56""S  59°26'58""W"|47|M|0||Rawson entre Soulé y Cámpora|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2804|579|POINT (-62.7719444444444 -35.9702777777778)|TQL|||AD|TRENQUE LAUQUEN/ÑANCO LAUQUEN|" 35°58'13""S  62°46'19""W"|92|M|3.5|O|Trenque Lauquen|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2805|603|POINT (-61.4897222222222 -34.4861111111111)|VDA|||AD|VEDIA|" 34°29'10""S  61°29'23""W"|89|M|5|NE|Vedia|PUBLICO|NOCONTROL|RACE|OK|SAEF||NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2806|487|POINT (-61.3319444444444 -38.0066666666667)|PRI|||AD|CORONEL PRINGLES|" 38° 0'24""S  61°19'55""W"|247|M|3|SE|Coronel Pringles|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|BUENOS AIRES|0
adhel.fid--769d7d03_15f12ebc69c_2807|588|POINT (-59.3738888888889 -33.1022222222222)|UAE|||AD|GUALEGUAY/AEROCLUB|" 33° 6' 8""S  59°22'26""W"|13|M|8|NO|Gualeguay|PUBLICO|NOCONTROL|RACE|OK|SAEF|CIVIL|NTL||0|0|ENTRE RÍOS|0
